id,name,address,lat,lng,genre,genre_code,budget_code,budget_name,budget_average,capacity,access,url,photo
J004509702,BAR 柔 yawara,東京都渋谷区円山町1-3　ＳＫビル３階,35.6596867721,139.6953742208,バー・カクテル,G012,B004,5001～7000円,"平均予算：5～6,000円",14,京王井の頭線『神泉駅』南口より徒歩約6分/各線『渋谷駅』出口より徒歩約10分,https://www.hotpepper.jp/strJ004509702/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/89/38/P049078938/P049078938_238.jpg
J001249322,金の餃子酒場 渋谷道玄坂店,東京都渋谷区道玄坂２-28-5　道玄坂SUN・Jビル 1F,35.6589349636,139.6972957548,居酒屋,G001,B001,1501～2000円,2000～,73,JR渋谷駅徒歩3分,https://www.hotpepper.jp/strJ001249322/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/30/24/P046713024/P046713024_238.jpg
J004090811,イタメシ食堂 アペロ 渋谷道玄坂店,東京都渋谷区道玄坂２丁目１１ １JMFビル渋谷03 1階,35.6578628314,139.6961556168,イタリアン・フレンチ,G006,B008,4001～5000円,,30,東京メトロ，東急渋谷駅Ａ０出口より徒歩約5分/京王井の頭線神泉駅南口より徒歩約5分/ＪＲ渋谷駅ハチ公口より徒歩約9分 ,https://www.hotpepper.jp/strJ004090811/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/32/23/P047533223/P047533223_238.jpg
J000808431,JUNK CAFE TOKYO 渋谷 道玄坂,東京都渋谷区円山町3-2 後藤ビル1階,35.6577539413,139.6956562191,カラオケ・パーティ,G011,B002,2001～3000円,3000円,24,渋谷マークシティ口(道玄坂上)から徒歩1分☆ハチ公前から道玄坂方面へ徒歩7分！,https://www.hotpepper.jp/strJ000808431/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/24/28/P046322428/P046322428_238.jpg
J004089432,天月ノ朔夜 渋谷道玄坂,東京都渋谷区道玄坂１丁目１９－１１　道玄坂セピアビル１Ｆ・２Ｆ,35.6568993228,139.6959417848,居酒屋,G001,B008,4001～5000円,4000円～5000円,108,渋谷駅より徒歩5分/ 神泉駅より徒歩3分 モダンレトロな空間。大山鳥の炭火焼き鳥や新鮮なお刺身を揃えた大人の居酒屋,https://www.hotpepper.jp/strJ004089432/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/82/51/P048438251/P048438251_238.jpg
J003829720,中南米料理 GOOD WOOD TERRACE グッドウッドテラス 道玄坂,東京都渋谷区道玄坂２-19-3 ライオンズマンション道玄坂 1F 103号,35.6590843664,139.6963661054,各国料理,G010,B002,2001～3000円,"ディナー￥2,000～￥2,999／ランチ ￥1,000～￥1,999",30,渋谷駅から徒歩７分/京王井の頭線神泉駅から徒歩５分/神泉駅から319m,https://www.hotpepper.jp/strJ003829720/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/02/60/P045070260/P045070260_238.jpg
J000744172,ミライザカ 渋谷道玄坂店,東京都渋谷区道玄坂２－２９－８　道玄坂センタービル５Ｆ,35.6592621648,139.6978809698,居酒屋,G001,B002,2001～3000円,2400円（通常平均）3500円（宴会平均）,201,JR渋谷駅ハチ公口 徒歩2分渋谷道玄坂で居酒屋を探しでしたら、ぜひ当店へ,https://www.hotpepper.jp/strJ000744172/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/65/66/P048296566/P048296566_238.jpg
J001134351,イタリアンバル SLAPS スラップス 渋谷,東京都渋谷区道玄坂２-１９-３　ライオンズマンション１F,35.6590718678,139.6963683279,ダイニングバー・バル,G002,B002,2001～3000円,3000円,30,渋谷駅から徒歩7分/神泉駅から313m,https://www.hotpepper.jp/strJ001134351/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/86/92/P045218692/P045218692_238.jpg
J000003648,清流 初つぼみ 渋谷店,東京都渋谷区道玄坂１－９－５　渋谷スクエアビルＡ棟Ｂ１,35.6574349201,139.6997444964,居酒屋,G001,B003,3001～4000円,3500円(通常)/4500円(宴会)◆各種宴会予約受付中です。,208,渋谷駅から徒歩一分。南改札口西口から見える東急プラザの裏、シケシブさんの目の前。,https://www.hotpepper.jp/strJ000003648/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/34/73/P031123473/P031123473_238.jpg
J000000356,イタリアン BEE8 ビーエイト 渋谷 道玄坂,東京都渋谷区道玄坂２－８－１ Ｂ大和田ビルＢ１,35.6585233655,139.6981282008,イタリアン・フレンチ,G006,B003,3001～4000円,4000円,100,JR【渋谷駅（ハチ公口）】徒歩4分 / 京王井の頭線【渋谷駅（西口）】徒歩1分！,https://www.hotpepper.jp/strJ000000356/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/05/77/P046870577/P046870577_238.jpg
J001285692,酔っ手羽 渋谷店,東京都渋谷区道玄坂２の７の１ 渋谷第四ビル １Ｆ,35.6586555923,139.6988528562,居酒屋,G001,B002,2001～3000円,2500,77,JR渋谷駅ハチ公口5分/井の頭線から246m！駅チカでアクセス抜群！行きも帰りも楽ちんなの酔っ手羽で宴会をしませんか？,https://www.hotpepper.jp/strJ001285692/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/83/76/P047138376/P047138376_238.jpg
J003433533,タートル 渋谷 居酒屋,東京都渋谷区道玄坂１-15-3,35.6573273772,139.6976932858,居酒屋,G001,B003,3001～4000円,,40,京王井の頭線渋谷駅　徒歩約2分/銀座線渋谷駅井の頭線出口より徒歩約6分★SNS話題！おしゃれ×他にない創作中華居酒屋★,https://www.hotpepper.jp/strJ003433533/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/90/65/P048509065/P048509065_238.jpg
J001268733,樽ワイン酒場 呑牛呑気 ドンギュウノキ 渋谷店,東京都渋谷区道玄坂１-10-7 五島育英会ビルB1F,35.6572218642,139.6988395817,居酒屋,G001,B008,4001～5000円,4500円,45,京王井の頭線「渋谷駅」から徒歩約3分/JR、東京メトロ、東急「渋谷駅」から徒歩約4分/渋谷駅から306m,https://www.hotpepper.jp/strJ001268733/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/51/08/P048365108/P048365108_238.jpg
J003582064,金の餃子酒場 渋谷2号店,東京都渋谷区道玄坂２-7-1 1F,35.6587358575,139.6987181422,居酒屋,G001,B002,2001～3000円,ランチ900円/ディナー2500円,85,渋谷駅 井の頭西口より徒歩1分/恵比寿駅から245m,https://www.hotpepper.jp/strJ003582064/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/44/75/P046714475/P046714475_238.jpg
J001251754,牛富屋 渋谷道玄坂店,東京都渋谷区道玄坂１-6-3道玄坂パールビルB1,35.6578506929,139.6992284124,居酒屋,G001,B003,3001～4000円,ディナー3001円～4000円,27,各線渋谷駅から徒歩5分。地下1Ｆです。,https://www.hotpepper.jp/strJ001251754/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/19/17/P049271917/P049271917_238.jpg
J000743127,渋谷っ子居酒屋 とととりとん 魚鶏豚,東京都渋谷区道玄坂２丁目７－３ 三喜ビル３Ｆ,35.6585900401,139.6987031494,居酒屋,G001,B002,2001～3000円,2980円,33,京王井の頭線西口から徒歩10秒！！雨の日でもほぼ濡れません！！JR渋谷ハチ公口から徒歩2分！！,https://www.hotpepper.jp/strJ000743127/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/03/54/P047360354/P047360354_238.jpg
J001295373,ワイン酒場　ウラッチェ！,東京都渋谷区円山町5-2 第二伊藤ビル1F,35.6570670737,139.695640137,イタリアン・フレンチ,G006,B008,4001～5000円,ディナー:4000円前後,38,JR渋谷駅　A0出口(ユニクロが入ったビル)徒歩6分／渋谷マークシティ出口　徒歩2分／京王井の頭線　神泉駅　徒歩3分,https://www.hotpepper.jp/strJ001295373/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/71/02/P039697102/P039697102_238.jpg
J003432105,アシタマ 渋谷店,東京都渋谷区道玄坂２-22-2 1956ビル 1階,35.659633451,139.6956078142,居酒屋,G001,B002,2001～3000円,3000円～4500円,35,渋谷駅徒歩 約5分/神泉駅徒歩 約5分,https://www.hotpepper.jp/strJ003432105/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/54/70/P047135470/P047135470_238.jpg
J004049519,ぴりおど,東京都渋谷区道玄坂１-15-9‐1F,35.6572004389,139.6973897055,居酒屋,G001,B003,3001～4000円,3000円程度,55,井の頭線渋谷駅井の頭線西口より徒歩約5分/東京メトロ，東急渋谷駅Ａ１出口より徒歩約7分/ＪＲ渋谷駅西口より徒歩約8分,https://www.hotpepper.jp/strJ004049519/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/65/51/P047156551/P047156551_238.jpg
J001017732,渋谷道玄坂 克ッ カツ,東京都渋谷区道玄坂１-１５-３　プリメーラ道玄坂　109,35.657345709,139.6977116168,居酒屋,G001,B003,3001～4000円,3500円,30,渋谷駅ハチ公口から徒歩5分（マークシティ裏の上り坂を上った左側、ナチュラルローソン斜向かい）,https://www.hotpepper.jp/strJ001017732/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/25/82/P046042582/P046042582_238.jpg
J001245692,USHIHACHI 極 渋谷,東京都渋谷区道玄坂２-3-1 渋谷駅前ビル　４F,35.6593086014,139.699858578,焼肉・ホルモン,G008,B004,5001～7000円,"ディナー：5,000円～7,000円",80,東京メトロ、東急、京王井の頭線渋谷駅より徒歩約1分/ＪＲ、東京メトロ銀座線渋谷駅ハチ公口より徒歩約1分,https://www.hotpepper.jp/strJ001245692/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/68/31/P042266831/P042266831_238.jpg
J000005066,御八 渋谷駅前店,東京都渋谷区道玄坂２－８－７　道玄坂ビルＢ１,35.6585083761,139.6984592844,居酒屋,G001,B003,3001～4000円,4000円（肉寿司コースなど4000円～/単品3000円～）,84,ＪＲ渋谷駅ハチ公口徒歩3分 京王井の頭線渋谷駅西口徒歩1分,https://www.hotpepper.jp/strJ000005066/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/07/01/P048840701/P048840701_238.jpg
J004049521,Kakko カッコ,東京都渋谷区道玄坂１-15-9 bell-bee 2F,35.6572004389,139.6973897055,イタリアン・フレンチ,G006,B003,3001～4000円,3000円程度,50,京王井の頭線渋谷駅井の頭線西口より徒歩約5分/東京メトロ銀座線渋谷駅井の頭線出口(スクランブル交差点)より徒歩約7分,https://www.hotpepper.jp/strJ004049521/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/71/46/P047157146/P047157146_238.jpg
J001270296,とりいちず渋谷マークシティ横店,東京都渋谷区道玄坂１-6-1 渋谷リカム7ビル,35.6580101141,139.6990298117,居酒屋,G001,B001,1501～2000円,通常2000円・宴会3000円・チャージ料金439円(税込),200,渋谷駅徒歩1分！！豊富な宴会コースをご用意してお待ちしております！,https://www.hotpepper.jp/strJ001270296/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/99/70/P045889970/P045889970_238.jpg
J001262062,牡蠣 海老かいり渋谷2号店,東京都渋谷区道玄坂１－６－７　須佐ビル　２階,35.6577412564,139.6990670415,居酒屋,G001,B008,4001～5000円,"5,000円(通常平均)　6,000円(宴会平均)　",25,ＪＲ渋谷駅 ハチ公口 徒歩3分/地下鉄渋谷駅 2番出口 徒歩1分/京王井の頭線渋谷駅 中央口 徒歩1分,https://www.hotpepper.jp/strJ001262062/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/73/62/P048347362/P048347362_238.jpg
J004444362,タイ屋台999 渋谷店,東京都渋谷区道玄坂１-7-9Y.PLACE1階,35.6576223925,139.6994995097,居酒屋,G001,B003,3001～4000円,3000円,30,駅近好立地◎ＪＲ新橋駅烏森口より徒歩1分,https://www.hotpepper.jp/strJ004444362/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/69/50/P048906950/P048906950_238.jpg
J001143843,牡蠣貝鮮 かいり 渋谷店,東京都渋谷区道玄坂２-6-15 　スズイビル２F,35.6591238645,139.6985353643,居酒屋,G001,B004,5001～7000円,"6,000円(通常平均)　6,000円(宴会平均)　",43,ＪＲ渋谷駅 ハチ公口 徒歩3分/地下鉄渋谷駅 2番出口 徒歩1分/京王井の頭線渋谷駅 中央口 徒歩1分,https://www.hotpepper.jp/strJ001143843/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/03/35/P047130335/P047130335_238.jpg
J003872676,小仔羊 渋谷店,東京都渋谷区道玄坂１-5-4 ,35.6579320796,139.6994894981,焼肉・ホルモン,G008,B003,3001～4000円,"ランチ1,000円～、ディナー3,000円～",10,渋谷駅より徒歩約3分,https://www.hotpepper.jp/strJ003872676/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/07/92/P044170792/P044170792_238.jpg
J003917238,BAKERY RESTAURANT C ベーカリーレストランシー 渋谷マークシティ店,東京都渋谷区道玄坂１丁目12-１ 渋谷マークシティ 2階,35.6581100916,139.6986120653,洋食,G005,B001,1501～2000円,"1,000～3,000円",110,京王井の頭線改札「渋谷駅」西口より徒歩1分JR各線「渋谷駅」改札・ハチ公口徒歩3分,https://www.hotpepper.jp/strJ003917238/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/17/05/P045501705/P045501705_238.jpg
J000689952,あくとり代官 鍋之進 渋谷,東京都渋谷区道玄坂１－５－２　渋谷ＳＥＤＥ３Ｆ,35.6580151267,139.6995225475,居酒屋,G001,B008,4001～5000円,4200円,86,JR渋谷駅ハチ公出口　徒歩1分／地下鉄銀座線渋谷駅　徒歩1分／東急東横線渋谷駅　徒歩1分,https://www.hotpepper.jp/strJ000689952/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/86/04/P048658604/P048658604_238.jpg
J000006051,壁の穴 渋谷本店,東京都渋谷区道玄坂２－２５－１７ カスミビル 1F,35.6595537919,139.6976309793,イタリアン・フレンチ,G006,B001,1501～2000円,1500円,35,JR渋谷駅　ハチ公口徒歩4分,https://www.hotpepper.jp/strJ000006051/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/63/64/P035546364/P035546364_238.jpg
J001279440,創天 ぷらぷら,東京都渋谷区道玄坂２-20-4 インターリンク百軒店ビル B1F,35.6592812935,139.6965463599,居酒屋,G001,B004,5001～7000円,5000円～5999円,24,各線渋谷駅より徒歩5分/神泉駅からも徒歩5分,https://www.hotpepper.jp/strJ001279440/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/35/05/P049303505/P049303505_238.jpg
J003582024,焼肉29テラス 渋谷南口店,東京都渋谷区道玄坂１ 10-2 渋谷CRビル B2F,35.657375462,139.6989865075,焼肉・ホルモン,G008,B004,5001～7000円,5000～7000円,40,京王井の頭線渋谷駅より徒歩約2分/ＪＲ・東急渋谷駅より徒歩約5分,https://www.hotpepper.jp/strJ003582024/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/54/07/P042275407/P042275407_238.jpg
J001286176,鳥とサワー 鳥どシ 渋谷店,東京都渋谷区道玄坂１-13-5　MSTビル1F,35.6573801763,139.6987087531,居酒屋,G001,B003,3001～4000円,3300円＜宴会4000円・二次会2000円＞,50,ＪＲ渋谷駅西口より徒歩約3分,https://www.hotpepper.jp/strJ001286176/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/19/35/P046431935/P046431935_238.jpg
J004445431,矢場味仙TOKYO,東京都渋谷区道玄坂１-17-7渋谷いちのビル1階,35.6581534075,139.6981432144,中華,G007,B003,3001～4000円,3000～4000円,28,ＪＲ渋谷駅ハチ公口より徒歩約8分/東京メトロ銀座線渋谷駅井の頭線出口より徒歩約5分,https://www.hotpepper.jp/strJ004445431/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/57/28/P048355728/P048355728_238.jpg
J003389545,De Salita デサリータ 渋谷,東京都渋谷区道玄坂２-3-1渋谷駅前ビルB１,35.6593219343,139.6998988519,イタリアン・フレンチ,G006,B008,4001～5000円,4000円～,85,渋谷駅各線から徒歩1分,https://www.hotpepper.jp/strJ003389545/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/03/44/P042040344/P042040344_238.jpg
J000767033,TOMBOY トムボーイ 渋谷道玄坂店,東京都渋谷区道玄坂２-6-17 渋東シネタワーB2,35.6590427731,139.6989308896,居酒屋,G001,B002,2001～3000円,昼750円～／夜2500円～3000円／飲み放題付コース2980円～／,250,渋谷駅より徒歩1分【渋谷駅B2出口直結】渋谷駅JRハチ公口より1分 渋谷道玄坂TOHOシネマズB2F,https://www.hotpepper.jp/strJ000767033/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/60/67/P034416067/P034416067_238.jpg
J000025873,魚屋のマグロ食堂 オートロキッチン 渋谷店,東京都渋谷区道玄坂１－３－６　香山ビル【Ｂ１・Ｂ２Ｆ】（コーンバレーのＢ１・Ｂ２Ｆ）,35.6580326373,139.6999891739,居酒屋,G001,B008,4001～5000円,3500円(通常平均),113,JR渋谷駅　徒歩1分　コーンバレーの地下1・2階,https://www.hotpepper.jp/strJ000025873/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/37/83/P038733783/P038733783_238.jpg
J001101005,個室割烹 三長 渋谷,東京都渋谷区円山町6-1,35.6575131164,139.6949596212,和食,G004,B012,15001～20000円,15000円,37,京王井の頭線神泉駅南口より徒歩約3分/東京メトロ東急渋谷駅Ａ０出口より徒歩約5分/ＪＲ渋谷駅ハチ公口より徒歩約7分,https://www.hotpepper.jp/strJ001101005/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/26/14/P036462614/P036462614_238.jpg
J001278981,百舌 渋谷,東京都渋谷区道玄坂２-８-８ コスモ渋谷館 １F,35.6584128282,139.6983426315,居酒屋,G001,B008,4001～5000円,4000円前後,21,渋谷駅から徒歩1分渋谷駅から274m,https://www.hotpepper.jp/strJ001278981/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/19/01/P049451901/P049451901_238.jpg
J001285265,牛角 渋谷道玄坂店,東京都渋谷区道玄坂２－28－5 秀永道玄坂ビル地下1階,35.658902467,139.6972857569,焼肉・ホルモン,G008,B002,2001～3000円,3000円,38,渋谷駅駅近、0出口から徒歩1分。スクランブル交差点から、道玄坂へ徒歩2分。渋谷百軒店入口,https://www.hotpepper.jp/strJ001285265/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/06/56/P049180656/P049180656_238.jpg
J001259640,丸万 マルマン 渋谷店,東京都渋谷区道玄坂１-2-3 東急プラザ6F,35.6576560212,139.7002972185,居酒屋,G001,B002,2001～3000円,"平均予算：3,000円程度",50,ＪＲ 渋谷駅 徒歩2分/地下鉄銀座線 渋谷駅 徒歩2分,https://www.hotpepper.jp/strJ001259640/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/86/14/P038818614/P038818614_238.jpg
J001258816,豊洲直送 鮮魚 大人の隠れ家 がりっと酒場 渋谷,東京都渋谷区道玄坂１東京都渋谷区道玄坂1-11-1第二大番ビル104,35.6577520777,139.6986617977,居酒屋,G001,B003,3001～4000円,3000円,35,JR渋谷駅ハチ公口徒歩3分/銀座線渋谷駅　徒歩3分/京王井の頭線渋谷駅西口　徒歩1分★マークシティーすぐ 隠れ家居酒屋★,https://www.hotpepper.jp/strJ001258816/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/42/33/P046454233/P046454233_238.jpg
J000011382,カラオケ館 渋谷文化村通り店,東京都渋谷区道玄坂２－２５－１１　富田ビル,35.6601481574,139.6971782159,カラオケ・パーティ,G011,B001,1501～2000円,ディナー1500円～2000円,100,東京メトロ，東急渋谷駅Ａ２出口より徒歩約4分/京王井の頭線渋谷駅井の頭線西口より徒歩約6分,https://www.hotpepper.jp/strJ000011382/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/85/27/P039078527/P039078527_238.jpg
J003411194,ツク夜ノ白兎 渋谷神泉,東京都渋谷区道玄坂１丁目２２‐１２ 長島第一ビル 1F,35.6565924072,139.6957301484,居酒屋,G001,B008,4001～5000円,4000円～5000円,66,渋谷駅より徒歩5分 / 神泉駅より徒歩3分,https://www.hotpepper.jp/strJ003411194/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/10/72/P048121072/P048121072_238.jpg
J001217139,渋谷ガーデンルーム,東京都渋谷区道玄坂１-7-10　新大宗渋谷道玄坂一丁目ビル　3F・4F,35.6575682271,139.6993200826,カラオケ・パーティ,G011,B003,3001～4000円,2000円～4000円,30,東京/渋谷駅西口より徒歩1分★貸切パーティー&BBQテラス　貸切におすすめ大歓迎★,https://www.hotpepper.jp/strJ001217139/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/35/53/P047653553/P047653553_238.jpg
J001108524,八百屋カフェ SHIBUYA,東京都渋谷区道玄坂１-14-9ソシアル道玄坂ビルB1F,35.657313499,139.698034924,ダイニングバー・バル,G002,B004,5001～7000円,約7000円,22,渋谷駅より徒歩5分（渋谷マークシティ4F、道玄坂上方面へ向かいファミリーマート脇出口から徒歩1分）/神泉駅より徒歩6分,https://www.hotpepper.jp/strJ001108524/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/01/10/P036070110/P036070110_238.jpg
J001010984,ジョイサウンド JOYSOUND 渋谷南口駅前店,東京都渋谷区道玄坂１-3-1　渋谷駅前会館9階,35.6583456534,139.6998308414,カラオケ・パーティ,G011,B001,1501～2000円,,26,JR渋谷駅　ハチ公口から徒歩2分（マークシティ沿い、パチンコ屋のビル）,https://www.hotpepper.jp/strJ001010984/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/21/61/P020542161/P020542161_238.jpg
J001212799,大衆居酒屋 ひろかつ 渋谷道玄坂店,東京都渋谷区道玄坂１－５－４　昭力ビルＢ１Ｆ,35.6579293011,139.6994508903,居酒屋,G001,B002,2001～3000円,2000円,37,各線渋谷駅から徒歩3分,https://www.hotpepper.jp/strJ001212799/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/80/55/P049268055/P049268055_238.jpg
J003828842,アンカラ 道玄坂店,東京都渋谷区道玄坂１丁目１４ー９　B1F,35.6573512722,139.698020757,居酒屋,G001,B003,3001～4000円,［ディナー］￥3000～3999,65,京王井の頭線渋谷駅井の頭線西口より徒歩約3分,https://www.hotpepper.jp/strJ003828842/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/39/08/P044633908/P044633908_238.jpg
J003389181,居酒屋 ウエチャベ,東京都渋谷区道玄坂２-9-2正実ビル３階,35.6587652869,139.6982829002,和食,G004,B003,3001～4000円,ディナー：4000～5000円,49,京王井の頭線渋谷駅井の頭線西口より徒歩約1分/ＪＲ渋谷駅ハチ公口より徒歩約6分,https://www.hotpepper.jp/strJ003389181/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/77/58/P046017758/P046017758_238.jpg
J001064870,THE GRILL&BAR 道玄坂ハイボール,東京都渋谷区道玄坂２-6-7 道玄坂Tビル　3F,35.6587897476,139.6989908947,ダイニングバー・バル,G002,B002,2001～3000円,2500円,25,渋谷ハチ公口から徒歩1分、マークシティから徒歩30秒♪マークシティを109側に出て左手にあるビルの三階。,https://www.hotpepper.jp/strJ001064870/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/56/61/P029325661/P029325661_238.jpg
J001008882,とろとろ和牛ハンバーグまーさん 本店渋谷センター街,東京都渋谷区道玄坂２-23-11 B1F,35.6600175782,139.6957477869,ダイニングバー・バル,G002,B001,1501～2000円,ディナー：2000円,18,東京メトロ，東急渋谷駅Ａ２出口より徒歩約6分★ランチもおすすめ！和牛とろとろハンバーグのお店★,https://www.hotpepper.jp/strJ001008882/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/69/72/P047036972/P047036972_238.jpg
J001189401,北陸イタリアン バルッチャ,東京都渋谷区道玄坂１-7-9Y.PLACE 2F,35.6575809998,139.6991842603,イタリアン・フレンチ,G006,B004,5001～7000円,5000円,32,各線【渋谷駅】徒歩２分（２３０m）/京王井の頭線　徒歩１分（８０m）,https://www.hotpepper.jp/strJ001189401/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/55/35/P046165535/P046165535_238.jpg
J003851804,京焼肉 京之介,東京都渋谷区道玄坂２丁目25-10 ベニービル 2F,35.6602725865,139.6971259931,焼肉・ホルモン,G008,B005,7001～10000円,9000～10000円,32,渋谷駅から450m,https://www.hotpepper.jp/strJ003851804/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/26/31/P048772631/P048772631_238.jpg
J003433598,渋谷っ子居酒屋 とととりとん 渋谷3号店,東京都渋谷区道玄坂２-9-2 渋谷専門店会ビル2階,35.6589197125,139.6982262321,居酒屋,G001,B002,2001～3000円,3000円,66,京王井の頭線渋谷駅井の頭線西口より徒歩約1分！！ＪＲ渋谷駅ハチ公口より徒歩約5分！！,https://www.hotpepper.jp/strJ003433598/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/90/77/P047369077/P047369077_238.jpg
J001217612,本格タイ料理バル プアン puan 渋谷店,東京都渋谷区道玄坂１-5-9 ザ・レンガザカビル2Ｆ,35.6580748345,139.6992350694,アジア・エスニック料理,G009,B002,2001～3000円,ランチ　1000円/　ディナー3500円,44,ＪＲ、東京メトロ銀座線渋谷駅ハチ公口より徒歩約3分/京王井の頭線渋谷駅南口バスターミナル方面出口より徒歩約1分,https://www.hotpepper.jp/strJ001217612/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/56/64/P032405664/P032405664_238.jpg
J003532303,韓国料理 允矢家 ユヤガ,東京都渋谷区道玄坂２-26－16　GTスクエア1F,35.6600251029,139.6967004836,韓国料理,G017,B004,5001～7000円,ディナー5000円～,30,渋谷駅から徒歩５分神泉駅から414m,https://www.hotpepper.jp/strJ003532303/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/32/66/P048833266/P048833266_238.jpg
J003410541,たまには焼肉 渋谷店,東京都渋谷区道玄坂２-１６-１ 伊勢八ビル１F,35.6589610633,139.6969768919,焼肉・ホルモン,G008,B008,4001～5000円,5000円～,16,渋谷駅井の頭線西口から徒歩2分 / JR線渋谷駅から徒歩5分神泉駅から358m,https://www.hotpepper.jp/strJ003410541/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/71/16/P048487116/P048487116_238.jpg
J003829149,焼鳥しふく 渋谷店,東京都渋谷区道玄坂１-14-9,35.6573512722,139.698020757,和食,G004,B004,5001～7000円,コース：5000円台～/飲み放題：2750円～,26,京王井の頭線渋谷駅井の頭線西口より徒歩約3分,https://www.hotpepper.jp/strJ003829149/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/60/93/P044786093/P044786093_238.jpg
J003851299,出汁林,東京都渋谷区道玄坂１-2-3 東急プラザ6F,35.6575918574,139.7001377901,居酒屋,G001,B004,5001～7000円,,44,ＪＲ渋谷駅より徒歩約1分/東急田園都市線渋谷駅より徒歩約1分,https://www.hotpepper.jp/strJ003851299/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/07/80/P045160780/P045160780_238.jpg
J003517362,居酒屋 鳥一王 とりいちおう 渋谷道玄坂,東京都渋谷区道玄坂１-５-９　レンガビル　３F,35.6582637076,139.6994386557,居酒屋,G001,B002,2001～3000円,3000円（焼き鳥&野菜巻き食べ放題の個室居酒屋）,100,渋谷駅徒歩1分！焼き鳥&野菜巻き食べ放題の個室居酒屋,https://www.hotpepper.jp/strJ003517362/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/41/30/P047024130/P047024130_238.jpg
